"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1491";"AMLODIPINE";"4";"408.88";"0";"2.27";"2";"CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl";"Inhibition";"'='";"60.6";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2049765";"Inhibition of norA-mediated ethidium bromide efflux in Staphylococcus aureus SA-1199B harboring grlA A116E mutant at 50 uM after 5 mins by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2046272";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2012";"None";""
"CHEMBL2385674";"";"0";"452.51";"1";"5.37";"3w";"CCCOc1ccc(-c2cc(OCCN3C(=O)c4ccccc4C3=O)c3ccccc3n2)cc1";"Inhibition";"'='";"8.3";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2390114";"Inhibition of NorA in Staphylococcus aureus 1199B harboring grlA A116E mutant assessed as inhibition of ethidium bromide efflux at 50 uM measured for 5 mins by fluorometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2384986";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL104677";"";"0";"329.37";"0";"3.33";"paroxetine-isomer";"Fc1ccc([C@H]2CCNC[C@@H]2COc2ccc3c(c2)OCO3)cc1";"Inhibition";"'='";"85.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2390114";"Inhibition of NorA in Staphylococcus aureus 1199B harboring grlA A116E mutant assessed as inhibition of ethidium bromide efflux at 50 uM measured for 5 mins by fluorometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2384986";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL2048632";"";"0";"452.88";"0";"4.88";"3g";"O=[N+]([O-])c1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2-c2ccccc2S(=O)(=O)N3)cc1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2051686";"Inhibition of norA in wild type Staphylococcus aureus SA1199 expressing assessed as potentiation of ciprofloxacin MIC by checkerboard assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2046274";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL2048632";"";"0";"452.88";"0";"4.88";"3g";"O=[N+]([O-])c1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2-c2ccccc2S(=O)(=O)N3)cc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL2051692";"Inhibition of norA overexpressed in Staphylococcus aureus SAK2378 assessed as potentiation of CPX MIC by checkerboard assay";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2046274";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL1650989";"";"0";"347.46";"0";"4.48";"21, specs codeAN-465/42885978";"C[C@@H](NCc1cccc(OCc2ccccc2)c1)[C@@H](O)c1ccccc1";"Inhibition";"'='";"86.6";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL2158996";"";"0";"338.36";"0";"3.61";"7";"C=CCOc1ccccc1C(=O)/C=C/c1ccc(OCC(=O)O)cc1";"Inhibition";"'='";"87.1";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2162179";"Inhibition of norA-mediated ethidium bromide efflux in methicillin-resistant Staphylococcus aureus SA-1199B at 20 ug/ml by spectrofluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL2158994";"";"0";"295.38";"0";"3.52";"1";"CN(C)CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1";"Inhibition";"'='";"56.9";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2162042";"Inhibition of norA-mediated ethidium bromide efflux in methicillin-resistant Staphylococcus aureus SA-1199B at 10 ug/ml by spectrofluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL1650992";"";"0";"456.52";"0";"3.80";"24, specs codeAH-487/41138989";"COCCN1C(=O)/C(=C/c2ccc(O[C@@H](C)C(=O)O)c(OC)c2)S/C1=N\c1ccccc1";"Inhibition";"'='";"10.6";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL2158998";"";"0";"387.48";"1";"5.32";"9";"CN(C)CCOc1ccc(C(=O)/C=C/c2ccc(Oc3ccccc3)cc2)cc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL2162181";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml after 150 to 160 secs by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL2158994";"";"0";"295.38";"0";"3.52";"1";"CN(C)CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1";"Inhibition";"'='";"36.1";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2162041";"Inhibition of norA-mediated ethidium bromide efflux in methicillin-resistant Staphylococcus aureus SA-1199B at 5 ug/ml by spectrofluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL358518";"";"0";"284.31";"0";"3.31";"5";"COc1cc(O)cc(C)c1/C=C/C(=O)c1ccc(O)cc1";"Inhibition";"'='";"63.7";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2162041";"Inhibition of norA-mediated ethidium bromide efflux in methicillin-resistant Staphylococcus aureus SA-1199B at 5 ug/ml by spectrofluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL726";"FLUPHENAZINE";"4";"437.53";"0";"4.31";"61";"OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1";"Inhibition";"'='";"75.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651002";"";"0";"435.94";"1";"5.89";"32, specs codeAG-690/40751424";"Cc1ccc(-n2c(SCc3ccc(C(=O)O)cc3)nnc2-c2ccc(Cl)cc2)cc1";"Inhibition";"'='";"1.3";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1650999";"";"0";"456.57";"1";"6.43";"37, specs codeAN-655/13869026";"Cc1cc(C)cc(/N=C2\S/C(=C\c3ccc(C(=O)O)cc3)C(=O)N2c2cc(C)cc(C)c2)c1";"Inhibition";"'='";"55.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL772";"RESERPINE";"4";"608.69";"1";"4.17";"Reserpine";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2051686";"Inhibition of norA in wild type Staphylococcus aureus SA1199 expressing assessed as potentiation of ciprofloxacin MIC by checkerboard assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2046274";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL1630218";"";"0";"622.08";"2";"6.74";"SS14-P";"COc1ccc2c(Cc3ccc(-c4cc5cc([N+](=O)[O-])ccc5[nH]4)cc3)c3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-]";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1638733";"Inhibition of NorA in Staphylococcus aureus K2378 overexpressing NorA assessed as ethidium bromide uptake at 3 uM by fluorescence assay in presence of INF55";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1629702";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2010";"None";""
"CHEMBL4172225";"";"0";"464.61";"1";"5.96";"8c";"CCCOc1ccc(-c2cc(OCCN3CCCCCC3)c3cc(OC)cc(OC)c3n2)cc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4151517";"Inhibition of NorA in Staphylococcus aureus SA-1199B expressing GrlA A116E mutant assessed as synergistic potentiation of ciprofloxacin-induced antimicrobial activity at 0.78 to 100 ug/ml by microdilution method based Checkerboard assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL1651179";"";"0";"447.62";"1";"5.49";"28j";"CCN(CC)CCOc1cc(-c2ccc(OCCN3CCCCC3)cc2)nc2ccccc12";"Inhibition";"'='";"65.6";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1817147";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1811797";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL772";"RESERPINE";"4";"608.69";"1";"4.17";"Reserpine";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC";"Inhibition";"'='";"81.0";"%";"";"";"";"UO_0000187";"";"";"";"";"True";"CHEMBL1017714";"Inhibition of NorA efflux pump in Staphylococcus aureus K2361 assessed as reduction of ethidium bromide efflux at 30 uM for 5 mins";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1154468";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2008";"None";""
"CHEMBL4172781";"";"0";"421.54";"0";"3.98";"4g";"CCCOc1ccc(-c2cc(OCCN3CCNCC3)c3ccc(OC)cc3n2)cc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4151517";"Inhibition of NorA in Staphylococcus aureus SA-1199B expressing GrlA A116E mutant assessed as synergistic potentiation of ciprofloxacin-induced antimicrobial activity at 0.78 to 100 ug/ml by microdilution method based Checkerboard assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL445549";"";"0";"270.31";"0";"3.82";"76";"O=[N+]([O-])c1ccc(C2=Nc3ccccc3SC2)cc1";"Inhibition";"'='";"19.6";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651180";"";"0";"378.52";"1";"5.41";"1";"CCCOc1ccc(-c2cc(OCCN(CC)CC)c3ccccc3n2)cc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4043397";"Inhibition of Staphylococcus aureus SAK2378 norA assessed as potentiation of CPX-induced antimicrobial activity up to 100 ug/ml by checkerboard assay";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4043064";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4176571";"";"0";"394.52";"1";"5.03";"5e";"CCCOc1ccc(-c2cc(OCCCN(C)C)c3cccc(OC)c3n2)cc1";"Inhibition";"'='";"64.7";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4151511";"Inhibition of NorA in Staphylococcus aureus SA-1199B expressing GrlA A116E mutant assessed as reduction in EtBr efflux at 50 uM incubated for 5 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4171219";"";"0";"450.58";"1";"5.57";"6b";"CCCOc1ccc(-c2cc(OCCN3CCCCC3)c3c(OC)cc(OC)cc3n2)cc1";"Inhibition";"'='";"49.7";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4151511";"Inhibition of NorA in Staphylococcus aureus SA-1199B expressing GrlA A116E mutant assessed as reduction in EtBr efflux at 50 uM incubated for 5 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL141664";"";"0";"324.38";"0";"4.16";"14";"C=CCOc1ccc(C(=O)/C=C/c2cccc(OC)c2OC)cc1";"Inhibition";"";"";"";"";"";"tde";"";"";"";"";"";"False";"CHEMBL2162184";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL6966";"VERAPAMIL";"4";"454.61";"1";"5.09";"verapamil";"COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL2162181";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml after 150 to 160 secs by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL3417346";"";"0";"257.10";"None";"None";"3i";"OB(O)c1ccc(OCCCc2ccccc2)nc1";"Inhibition";"'='";"43.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3419438";"Inhibition of NorA in fluoroquinolone-resistant Staphylococcus aureus 1199B assessed as increase in ethidium bromide uptake at 20 ug/ml after 20 mins by fluorimetry relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3414455";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3417347";"";"0";"271.12";"None";"None";"3j";"OB(O)c1ccc(OCCCCc2ccccc2)nc1";"Inhibition";"'='";"42.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3419438";"Inhibition of NorA in fluoroquinolone-resistant Staphylococcus aureus 1199B assessed as increase in ethidium bromide uptake at 20 ug/ml after 20 mins by fluorimetry relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3414455";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL4173927";"";"0";"309.37";"0";"4.40";"30";"CCCOc1ccc(-c2cc(O)c3ccc(OC)cc3n2)cc1";"Inhibition";"'='";"55.7";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4151511";"Inhibition of NorA in Staphylococcus aureus SA-1199B expressing GrlA A116E mutant assessed as reduction in EtBr efflux at 50 uM incubated for 5 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4164737";"";"0";"408.54";"1";"5.42";"3a";"CCCOc1ccc(-c2cc(OCCN(CC)CC)c3cc(OC)ccc3n2)cc1";"Inhibition";"'='";"99.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4151511";"Inhibition of NorA in Staphylococcus aureus SA-1199B expressing GrlA A116E mutant assessed as reduction in EtBr efflux at 50 uM incubated for 5 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4162146";"";"0";"309.37";"0";"4.40";"13";"CCCOc1ccc(-c2cc(O)c3c(OC)cccc3n2)cc1";"Inhibition";"'='";"91.4";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4151511";"Inhibition of NorA in Staphylococcus aureus SA-1199B expressing GrlA A116E mutant assessed as reduction in EtBr efflux at 50 uM incubated for 5 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4170494";"";"0";"394.52";"1";"5.12";"8";"CCCOc1ccc(-c2cc(OCCN(CC)CC)c3cc(O)ccc3n2)cc1";"Inhibition";"'='";"95.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4155967";"Inhibition of Staphylococcus aureus SA-1199B NorA assessed as reduction in EtBr efflux at 50 uM measured over 5 mins by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4152305";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL1650998";"";"0";"420.44";"0";"4.05";"30, specs codeAP-964/40915300";"CCOc1cc([C@@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)ccc1OCc1cccc(F)c1";"Inhibition";"'='";"4.9";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651162";"";"0";"378.52";"0";"4.80";"8";"CCCOc1ccc(-c2cc(=O)c3ccccc3n2CCN(CC)CC)cc1";"Inhibition";"'='";"57.3";"%";"";"";"";"UO_0000187";"";"";"";"";"True";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651195";"";"0";"455.58";"0";"3.37";"112";"CCOC(=O)c1cn(C2CC2)c2c(C)c(N3CCC4=C(C3)C(O)CCS4)c(N)cc2c1=O";"Inhibition";"'='";"47.3";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1650988";"";"0";"403.91";"1";"5.65";"20, specs codeAQ-360/41402277";"Cc1ccc(N2CCN(C3=Nc4cc(Cl)ccc4Oc4ccccc43)CC2)cc1";"Inhibition";"'='";"35.1";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL444726";"";"0";"283.40";"0";"4.70";"67";"CCCOc1ccc(C2=Nc3ccccc3SC2)cc1";"Inhibition";"'='";"84.5";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
