"","Molecule.ChEMBL.ID","Molecule.Name","Molecule.Max.Phase","Molecular.Weight","X.RO5.Violations","AlogP","Compound.Key","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Data.Validity.Comment","Comment","Uo.Units","Ligand.Efficiency.BEI","Ligand.Efficiency.LE","Ligand.Efficiency.LLE","Ligand.Efficiency.SEI","Potential.Duplicate","Assay.ChEMBL.ID","Assay.Description","Assay.Type","BAO.Format.ID","BAO.Label","Assay.Organism","Assay.Tissue.ChEMBL.ID","Assay.Tissue.Name","Assay.Cell.Type","Assay.Subcellular.Fraction","Assay.Parameters","Assay.Variant.Accession","Assay.Variant.Mutation","Target.ChEMBL.ID","Target.Name","Target.Organism","Target.Type","Document.ChEMBL.ID","Source.ID","Source.Description","Document.Journal","Document.Year","Cell.ChEMBL.ID","Properties"
"118","CHEMBL3775271","",0,452.55,"0","3.25","39","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(O)CN3CCOCC3)cc12","Inhibition","'='",99,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"119","CHEMBL3774689","",0,452.57,"1","5.38","43","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(F)CN3CCCCC3)cc12","Inhibition","'='",96.7,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"120","CHEMBL3774968","",0,462.63,"1","5.75","69","CCOC(=O)Cc1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCCCCC3)cc12","Inhibition","'='",98.4,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"121","CHEMBL1650985","",0,361.4,"0","2.42","17, specs codeAG-205/36565028","Cc1c(NS(=O)(=O)c2ccc(F)cc2)c(=O)n(-c2ccccc2)n1C","Inhibition","'='",3.2,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"122","CHEMBL490","PAROXETINE",4,329.37,"0","3.33","59","Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1","Inhibition","'='",73,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"True","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"123","CHEMBL1651182","",0,471.55,"0","4.33","99","CCOC(=O)c1cn(C2CC2)c2cc(N3CCC4=C(C3)/C(=N/O)C(C)CS4)c(F)cc2c1=O","Inhibition","'='",22.5,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"124","CHEMBL12089","BERBERINE CHLORIDE",1,371.82,"0","3.10","Berberine","COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-]","Inhibition","",NA,"",NA,NA,"Active","",NA,NA,NA,NA,"False","CHEMBL1638730","Inhibition of NorA in Staphylococcus aureus 8325-4 assessed as accumulation of Berberine at 3 uM by fluorescence assay in presence of INF55","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1629702",1,"Scientific Literature","Antimicrob. Agents Chemother.",2010,"None",NA
"126","CHEMBL4572180","",0,361.87,"0","3.84","5","CC[C@@H](C)[C@H](NC(=O)/C=C/C1=C(Cl)c2ccccc2CC1)C(=O)OC","Inhibition","'='",58.24,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL4311538","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM measured after 5 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4308903",1,"Scientific Literature","Bioorg Med Chem",2019,"None",NA
"132","CHEMBL1651176","",0,339.39,"0","3.71","27f","CCCOc1ccc(-c2cc(=O)c3cc(OC)c(O)cc3n2C)cc1","Inhibition","'='",9.1,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1817147","Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1811797",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"134","CHEMBL1651188","",0,441.55,"0","3.06","105","CCOC(=O)c1cn(C2CC2)c2cc(N3CCC4=C(C3)C(O)CCS4)c(N)cc2c1=O","Inhibition","'='",26.3,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"135","CHEMBL1651189","",0,453.56,"0","3.57","106","CCOC(=O)c1cn(C2CC2)c2c(C)c(N3CCC4=C(C3)C(=O)CCS4)c(N)cc2c1=O","Inhibition","'='",36.8,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"136","CHEMBL1651191","",0,468.58,"0","3.84","108","CCOC(=O)c1cn(C2CC2)c2c(C)c(N3CCC4=C(C3)/C(=N/O)CCS4)c(N)cc2c1=O","Inhibition","'='",36.2,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"137","CHEMBL1650995","",0,476.35,"1","5.17","27, specs codeAH-487/41184581","CC(C)N1C(=O)S/C(=C/c2cc(Br)ccc2OCc2ccc(C(=O)O)cc2)C1=O","Inhibition","'='",3.1,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"138","CHEMBL1650987","",0,402.4,"0","3.38","19, specs codeAP-828/41001984","COc1cc(/C=C2/SC(Nc3ccccc3F)=NC2=O)ccc1OCC(=O)O","Inhibition","'='",11.9,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"139","CHEMBL1651179","",0,447.62,"1","5.49","96","CCN(CC)CCOc1cc(-c2ccc(OCCN3CCCCC3)cc2)nc2ccccc12","Inhibition","'='",65.6,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"True","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"140","CHEMBL728","PROCHLORPERAZINE",4,373.95,"0","4.58","63","CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1","Inhibition","'>='",78,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"142","CHEMBL4174235","",0,493.69,"1","6.13","10a","CCCOc1ccc(-c2cc(OCCN(CC)CC)c3cc(OCCN(CC)CC)ccc3n2)cc1","Inhibition","'='",81.4,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL4155967","Inhibition of Staphylococcus aureus SA-1199B NorA assessed as reduction in EtBr efflux at 50 uM measured over 5 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4152305",1,"Scientific Literature","Eur J Med Chem",2018,"None",NA
"144","CHEMBL1650997","",0,499.43,"1","5.85","29, specs codeAK-968/41016976","Cc1sc([C@@H]2C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)cc1COc1ccc(Br)cc1","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"147","CHEMBL1651181","",0,390.53,"1","5.56","29f","CCCOc1ccc(-c2cc(OCCN3CCCCC3)c3ccccc3n2)cc1","Inhibition","'='",88.5,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"True","CHEMBL1817147","Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1811797",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"149","CHEMBL3945575","",0,747.89,"3","6.43","3","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(O)CNCC(O)COc3ccc4c(c3)c(C(=O)OCC)c(C)n4Cc3ccccc3)cc12","Inhibition","'='",78,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3879153","Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3877305",1,"Scientific Literature","J Med Chem",2017,"None",NA
"150","CHEMBL434066","",0,284.31,"0","3.31","4","COc1ccc(/C=C/C(=O)c2ccc(O)cc2)c(OC)c1","Inhibition","",NA,"",NA,NA,"tde","",NA,NA,NA,NA,"False","CHEMBL2162184","Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml by spectrofluorometric analysis in presence of 50 uM Mg2+","B","BAO_0000019","assay format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"153","CHEMBL3775114","",0,380.49,"0","4.12","12","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN(C)C)cc12","Inhibition","'='",98.2,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"154","CHEMBL3775842","",0,422.53,"0","3.89","22","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN3CCOCC3)cc12","Inhibition","'='",90.9,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"155","CHEMBL482124","",0,311.45,"1","5.34","6l","CC(C)CCOc1ccc(C2=Nc3ccccc3SC2)cc1","Inhibition","'='",16.9,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"True","CHEMBL1015715","Inhibition of NorA pump-mediated ethidium bromide efflux in Staphylococcus aureus K1199B at 50 uM by fluorimetric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1155078",1,"Scientific Literature","J. Med. Chem.",2008,"None",NA
"156","CHEMBL454789","",0,255.34,"0","3.92","6e","COc1ccccc1C1=Nc2ccccc2SC1","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1015715","Inhibition of NorA pump-mediated ethidium bromide efflux in Staphylococcus aureus K1199B at 50 uM by fluorimetric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1155078",1,"Scientific Literature","J. Med. Chem.",2008,"None",NA
"157","CHEMBL2385688","",0,391.52,"0","3.97","3q","CCCOc1ccc(-c2cc(OCCN3CCNCC3)c3ccccc3n2)cc1","Inhibition","",NA,"",NA,NA,"Not Active","",NA,NA,NA,NA,"False","CHEMBL2390106","Inhibition of wild type NorA in Staphylococcus aureus 1199 assessed as reduction of ciprofloxacin MIC at 0.78 to 100 ug/mL","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2384986",1,"Scientific Literature","J. Med. Chem.",2013,"None",NA
"158","CHEMBL2385684","",0,404.55,"1","5.95","3m","CCCOc1ccc(-c2cc(OCCN3CCCCCC3)c3ccccc3n2)cc1","Inhibition","",NA,"",NA,NA,"Not Active","",NA,NA,NA,NA,"False","CHEMBL2390107","Inhibition of NorA in Staphylococcus aureus ATCC 25923 assessed as reduction of ciprofloxacin MIC at 0.78 to 100 ug/mL","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2384986",1,"Scientific Literature","J. Med. Chem.",2013,"None",NA
"159","CHEMBL1651165","",0,279.34,"0","4.40","20f","CCCOc1ccc(-c2cc(O)c3ccccc3n2)cc1","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1817147","Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1811797",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"160","CHEMBL1651173","",0,295.34,"0","3.22","23a","COc1cc2c(=O)cc(-c3ccccc3)n(C)c2cc1OC","Inhibition","'='",9.4,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1817147","Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1811797",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"163","CHEMBL2158994","",0,295.38,"0","3.52","1","CN(C)CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1","Inhibition","'='",21.8,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL2162040","Inhibition of norA-mediated ethidium bromide efflux in methicillin-resistant Staphylococcus aureus SA-1199B at 2.5 ug/ml by spectrofluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"165","CHEMBL1651008","",0,391.5,"0","4.50","43","Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)nc(C)n3Cc2ccccc2)cc1","Inhibition","'='",30.6,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"170","CHEMBL1651177","",0,267.28,"0","2.62","92","Cn1c(-c2ccccc2)cc(=O)c2cc(O)c(O)cc21","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"171","CHEMBL2385678","",0,376.5,"1","5.16","3f","CCCOc1ccc(-c2cc(OC3CCCN(C)C3)c3ccccc3n2)cc1","Inhibition","",NA,"",NA,NA,"Not Active","",NA,NA,NA,NA,"False","CHEMBL2390106","Inhibition of wild type NorA in Staphylococcus aureus 1199 assessed as reduction of ciprofloxacin MIC at 0.78 to 100 ug/mL","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2384986",1,"Scientific Literature","J. Med. Chem.",2013,"None",NA
"173","CHEMBL445769","",0,255.34,"0","3.92","68","COc1ccc(C2=Nc3ccccc3SC2)cc1","Inhibition","'='",19.5,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"179","CHEMBL223643","VALINOMYCIN",0,1111.34,"None","None","Valinomycin","CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC1=O","Inhibition","",NA,"",NA,NA,"Active","",NA,NA,NA,NA,"False","CHEMBL2162183","Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 10 uM by spectrofluorometric analysis in presence of 50 uM Mg2+","B","BAO_0000019","assay format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"181","CHEMBL2159000","",0,388.42,"0","4.82","11","COc1cc(/C=C/C(=O)c2cccc(OC(=O)c3ccccc3)c2)cc(OC)c1","Inhibition","",NA,"",NA,NA,"Active","",NA,NA,NA,NA,"False","CHEMBL2162181","Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml after 150 to 160 secs by spectrofluorometric analysis in presence of 50 uM Mg2+","B","BAO_0000019","assay format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"182","CHEMBL1651167","",0,293.37,"0","3.99","22f","CCCOc1ccc(-c2cc(=O)c3ccccc3n2C)cc1","Inhibition","'='",33.9,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1817147","Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1811797",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"184","CHEMBL1814795","",0,293.37,"0","4.70","21f","CCCOc1ccc(-c2cc(OC)c3ccccc3n2)cc1","Inhibition","'='",63.7,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1817147","Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1811797",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"185","CHEMBL1651193","",0,482.61,"0","4.01","110","CCOC(=O)c1cn(C2CC2)c2c(C)c(N3CCC4=C(C3)/C(=N/OC)CCS4)c(N)cc2c1=O","Inhibition","'='",54.4,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"187","CHEMBL1651170","",0,350.46,"0","3.93","22i","CCN(CC)CCOc1ccc(-c2cc(=O)c3ccccc3n2C)cc1","Inhibition","'='",1.7,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1817147","Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1811797",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
